Date,return_pct,volatility,shock_std,vol_trend_5,ret_5d,p30_dynamic,p70_dynamic,regime,vol_change,regime_future,regime_future_ml
2015-02-13,5.978710744575189,4.238369481187611,1.3810161194839845,4.685393634553597,5.238328295508232,,,1,-0.2051698133628035,1.0,2.0
2015-02-14,8.892349379425557,4.457040499116653,1.9669767888438423,4.546455662532088,15.619696455794596,,,1,0.21867101792904187,1.0,2.0
2015-02-15,-9.148384584019986,5.104379261524364,-1.8168396742479884,4.583404840586537,6.594506207875295,,,1,0.6473387624077107,1.0,2.0
2015-02-16,-0.4190582960673872,5.705755472263537,-0.0954321420608476,4.789816801728516,6.473384898714674,,,1,0.6013762107391729,1.0,2.0
2015-02-17,4.091862847771832,5.416723943024685,0.732252320547625,4.98445373142337,9.395480091685204,,,1,-0.28903152923885145,1.0,2.0
2015-02-18,-3.0356363592726865,5.30012334835572,-0.5964182948646829,5.196804504856992,0.3811329878373293,,,1,-0.11660059466896477,1.0,2.0
2015-02-19,1.6605190341726583,5.1350352940302,0.2989394961376686,5.332403463839701,-6.850697357415569,,,1,-0.16508805432551998,1.0,2.0
2015-02-20,1.444469055157871,4.901305713384319,0.2691149994642906,5.291788754211692,3.742156281762288,,,1,-0.233729580645881,1.0,2.0
2015-02-21,0.3092238871982289,4.675382799742494,0.0393058118112222,5.0857142197074845,4.470438465027904,,,1,-0.22592291364182504,1.0,2.0
2015-02-22,-3.561998071591699,4.443402184996216,-0.8298713663077888,4.89104986810179,-3.183422454335627,,,1,-0.23198061474627796,1.0,2.0
2015-02-23,1.2277195944320418,4.390953898640909,0.2510309716636038,4.709215978158828,1.0799334993691012,,,1,-0.052448286355307516,1.0,2.0
2015-02-24,-0.0657407084102779,4.190616621338125,-0.0456245217381283,4.520332243620413,-0.646326243213835,,,1,-0.2003372773027836,1.0,2.0
2015-02-25,-0.5312847871440596,3.987359881897247,-0.1647052128030385,4.337543077322999,-2.622080085515765,,,1,-0.2032567394408784,1.0,2.0
2015-02-26,-0.4406063968622753,3.801782082120559,-0.1488934808364037,4.162822933798611,-3.3719103695762698,,,1,-0.18557779977668787,1.0,2.0
2015-02-27,7.102164294766755,3.626110668471724,1.9240201863395043,3.999364630493712,7.292251996782184,,,1,-0.1756714136488351,1.0,2.0
2015-02-28,0.1712282492501771,4.132336456983562,0.0110770453956368,3.947641142162243,6.23576065160032,,,1,0.5062257885118377,1.0,2.0
2015-03-01,2.308907017458761,3.932105576397607,0.5552884591499202,3.895938933174139,8.610408377469358,,,1,-0.20023088058595473,1.0,2.0
2015-03-02,5.774631039705636,3.8103747708294535,1.4825777538280784,3.860541910960581,14.916324204319054,,,1,-0.12173080556815341,1.0,2.0
2015-03-03,2.1645212985012208,4.06645055398779,0.5014365970282048,3.913475605334027,17.52145189968255,,,1,0.2560757831583369,1.0,2.0
2015-03-04,-3.104098668249211,3.9263289849687015,-0.822537502929363,3.973519268633422,7.315188936666583,,,1,-0.1401215690190889,1.0,2.0
2015-03-05,1.1236844892018816,3.882652110429745,0.2571001187034676,3.92358239932266,8.267645176618288,,,1,-0.04367687453895641,1.0,2.0
2015-03-06,-1.2589019563884918,3.711586167932433,-0.3729823489146644,3.879478517629624,4.699836202771035,,,1,-0.17106594249731222,1.0,2.0
2015-03-07,1.288942303374352,3.5651893072709537,0.3263468030366225,3.830441424917925,0.2141474664397513,,,1,-0.14639686066147917,1.0,2.0
2015-03-08,-0.6926764001895513,3.4202676434545416,-0.2392007457315088,3.7012048428112743,-2.6430502322510208,,,1,-0.14492166381641214,1.0,2.0
