Date,return_pct,volatility,shock_std,vol_trend_5,ret_5d,regime,vol_change,regime_ml
2020-01-07,4.95268893264047,3.380841116828758,1.4150218269809556,3.350457389238681,15.586425627868294,1,0.19981246051243273,1.0
2020-01-08,-1.032167320280486,3.579361365690367,-0.3355046211775744,3.4046360920472623,9.537083711584591,2,0.1985202488616089,2.0
2020-01-09,-2.516485111441824,3.4121732401988223,-0.7869500993034185,3.3810896028883044,6.129097617753132,1,-0.1671881254915446,1.0
2020-01-10,3.5837017057327003,3.356397372752572,1.0174530509058828,3.3819603503573687,9.703884930216944,1,-0.05577586744625007,1.0
2020-01-11,-1.592428993077455,3.3807333793692043,-0.5209384338315276,3.4219012949679444,3.3953092135734053,1,0.024336006616632044,1.0
2020-01-12,1.9095619045758736,3.259800999588521,0.53403166206235,3.397693271519897,0.3521821855088092,1,-0.12093237978068316,1.0
2020-01-13,-0.5913064387263134,3.149832826286434,-0.2412926143751811,3.3117875636391103,0.7930430670629818,1,-0.10996817330208719,1.0
2020-01-14,8.059650637836668,3.00645975181798,2.624657015378965,3.2306448659629425,11.369178816341474,1,-0.14337307446845404,1.0
2020-01-15,-0.2353748814135414,3.883976929359939,-0.1040428013698941,3.336160777284416,7.550102229195232,2,0.877517177541959,2.0
2020-01-16,-0.9494746324859804,3.670817292385345,-0.3046186999223995,3.394177559887644,8.193056589786707,2,-0.21315963697459406,2.0
2020-01-17,2.325533871564112,3.49245614658872,0.6175622032928554,3.4407085892876834,8.609028556774945,2,-0.17836114579662476,2.0
2020-01-18,0.1541028275862999,3.38584866613621,-0.0043186015172652,3.4879117572576384,9.354437823087558,1,-0.10660748045251012,1.0
2020-01-19,-2.680910251619828,3.2115167162540312,-0.8873175705330901,3.5289231501448493,-1.3861230663689383,1,-0.1743319498821787,1.0
2020-01-20,-0.559813180609936,3.195676388966229,-0.2279761936779578,3.3912630420661074,-1.710561365565333,1,-0.015840327287802047,1.0
2020-01-21,1.0141927934055772,3.0473111811261435,0.2774471605883143,3.2665618198142665,0.2531060603262247,1,-0.14836520784008567,1.0
2020-01-22,-0.7461951294766678,2.915907158061473,-0.3137685936674412,3.151252022108818,-2.8186229407145547,1,-0.13140402306467047,1.0
2020-01-23,-3.2115367723196897,2.799269946505761,-1.2075511814472442,3.033936278182728,-6.184262540620544,1,-0.11663721155571194,1.0
2020-01-24,0.46189330082953,2.902884635056682,0.1009920747507416,2.972209861943258,-3.041458988171186,1,0.10361468855092104,1.0
2020-01-25,-0.9229306182408692,2.772578960267606,-0.3937329081183714,2.887590376203533,-3.4045764258021194,1,-0.13030567478907606,1.0
2020-01-26,2.6996838102771648,2.6772060586456075,0.9453731973042316,2.813569351707426,-1.719085408930532,1,-0.09537290162199863,1.0
2020-01-27,3.5760424982361982,2.700392569169603,1.2617860004372905,2.770466433929052,2.603152218782334,1,0.02318651052399545,1.0
2020-01-28,4.914065669354883,2.8240121309029456,1.6803542232180528,2.775414870808489,10.728754660456907,1,0.12361956173334265,1.0
2020-01-29,-0.4493658672814149,3.1260898458678623,-0.1977201093153249,2.8200559129707248,9.817495492345962,1,0.30207771496491675,1.0
2020-01-30,2.043703691808041,2.98125279534298,0.6289230943326384,2.8617906799857997,12.784129802394872,1,-0.14483705052488238,1.0
2020-01-31,-1.6805048675941237,2.909667757628573,-0.6355467291820226,2.908283019782393,8.403941124523584,1,-0.07158503771440694,1.0
2020-02-01,0.4518472151643138,2.844216529992623,0.0995431442738791,2.937047811946997,5.2797458414517,1,-0.06545122763595002,1.0
2020-02-02,-0.5177910236525918,2.719174963888823,-0.2524721621604953,2.916080378544172,-0.1521108515557756,1,-0.1250415661037998,1.0
2020-02-03,-0.5455970077715477,2.614063160983949,-0.2732611733359107,2.81367504156739,-0.2483419920459084,1,-0.1051118029048741,1.0
2020-02-04,-1.218545364907797,2.5201342308507084,-0.5504747749934771,2.7214513286689352,-3.5105910487617464,0,-0.09392893013324066,0.0
2020-02-05,4.602834799275257,2.4675288427055846,1.7969839961993144,2.633023545684338,2.7727486181076344,0,-0.05260538814512383,0.0
2020-02-06,1.2033084493943136,2.796375293990246,0.3699730479112207,2.6234552984838624,3.524209852337634,1,0.3288464512846616,1.0
2020-02-07,0.6774835392771905,2.6961176403562126,0.1887004383224416,2.6188438337773405,4.7194844152674165,1,-0.1002576536340336,1.0
2020-02-08,0.7036859447460131,2.5887237213067733,0.2066504747377451,2.613775945841905,5.968767367784977,1,-0.10739391904943929,1.0
2020-02-09,2.5179720219250967,2.492369720075184,0.9425756717511092,2.6082230436868,9.705284754617873,0,-0.09635400123158933,0.0
2020-02-10,-2.6042505869956045,2.5228667089063306,-1.0991367621521326,2.619290616926949,2.4981993683470094,0,0.0304969888311466,0.0
2020-02-11,3.5052446746270505,2.595630045695293,1.2854373146848777,2.5791415672679587,4.800135593579746,1,0.07276333678896263,1.0
2020-02-12,1.147540494005206,2.7277770156952337,0.358832679357637,2.585473442335763,5.270192548307762,1,0.13214696999994047,1.0
2020-02-13,-1.0873762642184204,2.6320618600432537,-0.4772308896155216,2.594141070083059,3.479130339343328,1,-0.09571515565197997,1.0
2020-02-14,0.9523015160700864,2.559476815269153,0.3061471596938767,2.607562489121853,1.913459833488318,1,-0.07258504477410055,1.0
2020-02-15,-4.185355039924232,2.4733427315875587,-1.7604030137394648,2.5976576936580984,0.3323553805596901,0,-0.08613408368159448,0.0
2020-02-16,0.4540878520856495,2.786929629418331,0.1023932898413736,2.6359176104027062,-2.718801441981711,1,0.3135868978307723,1.0
2020-02-17,-2.48977234415797,2.6672206321070937,-0.996729430977322,2.6238063336850783,-6.356114280144887,1,-0.1197089973112373,1.0
2020-02-18,4.557569247775106,2.7053452177959607,1.6222862280687351,2.6384630052356197,-0.7111687681513601,1,0.03812458568886701,1.0
2020-02-19,-5.144998404328938,2.9737747290702767,-1.7868614294006495,2.721322587995844,-6.808468688550384,1,0.268429511274316,1.0
2020-02-20,-0.2589265668330398,3.340276968862736,-0.1280287621633209,2.89470943545088,-2.882040215459192,1,0.36650223979245933,1.0
2020-02-21,0.8081532009711623,3.173006958947336,0.2015212227615757,2.9719249013566804,-2.527974866573679,1,-0.16727000991539986,1.0
2020-02-22,-0.2404158134973855,3.0244563690110917,-0.1352774589386021,3.04337204873748,-0.2786183359130945,1,-0.14855058993624448,1.0
2020-02-23,2.668506547579064,2.8847215941460287,0.8665590446852026,3.079247324007494,-2.167681036109137,1,-0.13973477486506303,1.0
2020-02-24,-2.80319921936556,2.8769003067163634,-1.033029949352246,3.059872439536711,0.1741181488542409,1,-0.007821287429665258,1.0
2020-02-25,-3.248723753845262,2.919373359654001,-1.170610364487055,2.975691717694964,-2.815679038157981,1,0.04247305293763759,1.0
2020-02-26,-5.740768792548856,3.0084508373990357,-1.964297929638442,2.942780493385304,-9.364601031678,1,0.08907747774503472,1.0
2020-02-27,-0.409296638844836,3.4750403464577477,-0.1663352191600145,3.0328972888746355,-9.53348185702545,2,0.466589509058712,2.0
2020-02-28,-1.2836217768336766,3.2987619998479865,-0.4402702394636866,3.115705370015027,-13.48561018143819,1,-0.17627834660976127,1.0
2020-02-29,-0.8446835964171839,3.168832010690485,-0.3198050738478463,3.174091710809851,-11.527094558489814,1,-0.12992998915750142,1.0
2020-03-01,-0.4318240904803261,3.031933119754324,-0.1980746360599452,3.196603662829916,-8.710194895124879,1,-0.13689889093616125,1.0
