Date,return_pct,volatility,shock_std,vol_trend_5,ret_5d,p30_dynamic,p70_dynamic,regime,vol_change,regime_future,regime_future_ml,price,sma_50,trend_dist,return,trend_strength,signal,realized_vol,dynamic_target,position
2015-02-06,2.346618327569683,5.870911338471476,0.3783337933053933,6.250914412767216,-2.095177048166441,,,1,-0.12245011805622408,1.0,2.0,222.26600646972656,,,0.023466183275696828,0.0054632207431528634,-1,0.07571479438716323,0.01,0.0
2015-02-07,2.439119754380581,5.616047511882636,0.4119740046285432,6.051081091657286,-4.49663228835604,,,1,-0.2548638265888403,1.0,2.0,227.7539978027344,,,0.02439119754380581,0.003977277655484057,-1,0.0565321174740044,0.01,0.0
2015-02-08,-1.9248477480192427,5.381918880868358,-0.3809611337758694,5.836311229790951,-1.7112349499342372,,,1,-0.23412863101427828,1.0,2.0,223.41200256347656,,,-0.019248477480192427,0.0019513169889505463,-1,0.0463141229018156,0.01,0.0
2015-02-09,-1.4890187808608069,5.151730359224201,-0.3133845987681031,5.602793909394874,-3.0174792462647204,,,1,-0.23018852164415637,1.0,2.0,220.1100006103516,,,-0.014890187808608069,0.0020388750698073993,-1,0.04640047718427618,0.01,0.0
2015-02-10,-0.1231943361006848,4.9196333712521145,-0.0505420806923922,5.388048292339756,1.2486772169695293,,,1,-0.23209698797208667,1.0,2.0,219.8390045166016,,,-0.001231943361006848,-0.0015800351598425529,-1,0.04538067726859765,0.01,0.0
2015-02-11,-0.297936986906766,4.673695666553641,-0.0905902283417391,5.14860515795619,-1.3958780975069196,,,1,-0.24593770469847342,1.0,2.0,219.18499755859372,,,-0.0029793698690676602,-0.0031431670314912017,-1,0.04412388647744383,0.01,0.0
2015-02-12,1.1697676548013014,4.443539294550415,0.2350183974643656,4.914103514489746,-2.665230197086199,,,1,-0.23015637200322647,1.0,2.0,221.76400756835935,,,0.011697676548013014,-0.0024452604225504446,-1,0.043982474849619556,0.01,0.0
2015-02-13,5.978710744575189,4.238369481187611,1.3810161194839845,4.685393634553597,5.238328295508232,,,1,-0.2051698133628035,1.0,2.0,235.427001953125,,,0.059787107445751886,-0.002570536292999482,-1,0.04537060290637054,0.01,0.0
2015-02-14,8.892349379425557,4.457040499116653,1.9669767888438423,4.546455662532088,15.619696455794596,,,1,0.21867101792904187,1.0,2.0,257.3210144042969,,,0.08892349379425557,0.0007050482777110727,-1,0.04663347637167732,0.01,0.0
2015-02-15,-9.148384584019986,5.104379261524364,-1.8168396742479884,4.583404840586537,6.594506207875295,,,1,0.6473387624077107,1.0,2.0,234.8249969482422,,,-0.09148384584019986,-0.007618116217560189,-1,0.050322949743091774,0.01,0.0
2015-02-16,-0.4190582960673872,5.705755472263537,-0.0954321420608476,4.789816801728516,6.473384898714674,,,1,0.6013762107391729,1.0,2.0,233.84300231933597,,,-0.004190582960673872,-0.005965427503071075,-1,0.05032868238348644,0.01,0.0
2015-02-17,4.091862847771832,5.416723943024685,0.732252320547625,4.98445373142337,9.395480091685204,,,1,-0.28903152923885145,1.0,2.0,243.6100006103516,,,0.04091862847771832,0.002030540779997069,-1,0.049361461766694745,0.01,0.0
2015-02-18,-3.0356363592726865,5.30012334835572,-0.5964182948646829,5.196804504856992,0.3811329878373293,,,1,-0.11660059466896477,1.0,2.0,236.3260040283203,,,-0.030356363592726865,0.0005987236320303061,-1,0.04943877051585272,0.01,0.0
2015-02-19,1.6605190341726583,5.1350352940302,0.2989394961376686,5.332403463839701,-6.850697357415569,,,1,-0.16508805432551998,1.0,2.0,240.2830047607422,,,0.016605190341726583,0.0029701818705861077,-1,0.04680338855025908,0.01,0.0
2015-02-20,1.444469055157871,4.901305713384319,0.2691149994642906,5.291788754211692,3.742156281762288,,,1,-0.233729580645881,1.0,2.0,243.7790069580078,,,0.01444469055157871,0.005711438267251489,-1,0.04646191353066808,0.01,0.0
2015-02-21,0.3092238871982289,4.675382799742494,0.0393058118112222,5.0857142197074845,4.470438465027904,,,1,-0.22592291364182504,1.0,2.0,244.53399658203125,,,0.003092238871982289,0.003726384109034608,-1,0.03938003579868641,0.01,0.0
2015-02-22,-3.561998071591699,4.443402184996216,-0.8298713663077888,4.89104986810179,-3.183422454335627,,,1,-0.23198061474627796,1.0,2.0,235.9770050048828,,,-0.03561998071591699,-0.00047490242404633133,-1,0.04011476315804434,0.01,0.0
2015-02-23,1.2277195944320418,4.390953898640909,0.2510309716636038,4.709215978158828,1.0799334993691012,,,1,-0.052448286355307516,1.0,2.0,238.8919982910156,,,0.012277195944320418,0.002494079916390212,-1,0.03961607781896849,0.01,0.0
2015-02-24,-0.0657407084102779,4.190616621338125,-0.0456245217381283,4.520332243620413,-0.646326243213835,,,1,-0.2003372773027836,1.0,2.0,238.7350006103516,236.7508401489258,0.008380795861918314,-0.000657407084102779,0.002552596804450235,-1,0.03857440970683841,0.005,0.0
2015-02-25,-0.5312847871440596,3.987359881897247,-0.1647052128030385,4.337543077322999,-2.622080085515765,,,1,-0.2032567394408784,1.0,2.0,237.47000122070312,235.77646026611328,0.007182824581717803,-0.005312847871440596,0.004481629810545673,-1,0.03770497524213488,0.005,0.0
2015-02-26,-0.4406063968622753,3.801782082120559,-0.1488934808364037,4.162822933798611,-3.3719103695762698,,,1,-0.18557779977668787,1.0,2.0,236.42599487304688,234.61824005126954,0.00770509070983697,-0.004406063968622753,0.003088017448329694,-1,0.036390020346822635,0.005,0.0
2015-02-27,7.102164294766755,3.626110668471724,1.9240201863395043,3.999364630493712,7.292251996782184,,,1,-0.1756714136488351,1.0,2.0,253.8280029296875,234.02782012939454,0.08460610704037405,0.07102164294766755,0.005419539718522781,-1,0.03774986424833713,0.01,0.0
